sku_id,product_url,claim_type,source_excerpt,decision,decision_reason,observed_at
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,materials,Graspable wooden shakers and realistic stovetops. Built to develop fine motor skills through imitation.,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,materials,"Press the lever to drop solid wood ice cubes. Built for realistic, cause-and-effect play.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,materials,"This play kitchen turned out great, but be prepared. It’s not hard to assemble, just time‑consuming. I did it by myself and it took a few hours. There are a bunch of steps where pieces kind of “float” until you attach the next part so having a second set of ha",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,safety,Safety & Care,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,safety,"Rounded edges ensure safe, uninhibited play. Open storage fosters independent tidying.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,safety,Kid-friendly handles and soft materials. Safe for independent cleanup.,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,safety,Children's Bed with Safety Barrier and Slatted Base,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,safety,Safety & Compliance,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,safety,Meets ASTM F963 & EN71 Safety Standards,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,Kids Furniture,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,Cream Wooden Play Kitchen Set with Storage | labebe®,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,"Integrates play sink, stovetop and tiered storage in one compact frame. Rattan details and scaled components balance imaginative play with practical skill-building for small hands.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,"Rounded edges ensure safe, uninhibited play. Open storage fosters independent tidying.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,Subtle brass and floral accents spark curiosity and sustained engagement.,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,Built-in Storage,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,Image,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,age,"This play kitchen turned out great, but be prepared. It’s not hard to assemble, just time‑consuming. I did it by myself and it took a few hours. There are a bunch of steps where pieces kind of “float” until you attach the next part so having a second set of ha",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,assembly,"This play kitchen turned out great, but be prepared. It’s not hard to assemble, just time‑consuming. I did it by myself and it took a few hours. There are a bunch of steps where pieces kind of “float” until you attach the next part so having a second set of ha",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,assembly,I got this play kitchen for my grandkids that I babysit frequently. I was mainly attracted to the wood construction of this toddler play kitchen set. It looks and feels really authentic compared to those other plastic play kitchens. The assembly was not diffic,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,assembly,This labebe play kitchen for toddlers is a good item and feels thoughtfully designed for imaginative play. The wooden construction gives it a sturdy feel and the realistic accessories make it more engaging for kids who enjoy pretend cooking activities. I like,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,assembly,All panels and hardware needed for assembly. Please refer to the assembly instructions for details.,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,assembly,Installation Advice & Tips,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,assembly,It’s more helpful for adults(2+) to assemble together. Using a powered screwdriver will greatly save effort.,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,Cream Wooden Play Kitchen Set with Storage | labebe®,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,Safety & Care,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,"Integrates play sink, stovetop and tiered storage in one compact frame. Rattan details and scaled components balance imaginative play with practical skill-building for small hands.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,"Cream finish and clean lines complement home and educational spaces alike. Adapts naturally to playrooms, living areas, nurseries and Montessori learning environments.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,"Rounded edges ensure safe, uninhibited play. Open storage fosters independent tidying.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,Built-in Storage,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,Kid-friendly handles and soft materials. Safe for independent cleanup.,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,care,This is a great kitchen set that is fun for kids and durable because it is 100% wood. This will last the test of time I love that it has tons of storage built-in so you don’t have to have additional bins or other items around to keep everything contained. It’s,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,shipping,"Free US Shipping, 3-7 Business Days",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,shipping,Shipping & Returns,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,shipping,This labebe play kitchen for toddlers is a good item and feels thoughtfully designed for imaginative play. The wooden construction gives it a sturdy feel and the realistic accessories make it more engaging for kids who enjoy pretend cooking activities. I like,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,shipping,Wooden Mud Kitchen with Planter Box,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,shipping,Fast Shipping,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,shipping,"Ship in USA, 3-7 days delivery",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
cream-wooden-play-kitchen-set-with-storage,https://labebeclub.com/product/cream-wooden-play-kitchen-set-with-storage,shipping,Shipping & Delivery,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
foldable-learning-tower-montessori-kitchen-tower-log-color,https://labebeclub.com/product/foldable-learning-tower-montessori-kitchen-tower-log-color,dimensions,"The weight limit of our step stool is 110 lbs ,Step stools safely bring your child to counter height and allow them to explore their curiosity. They are happy to participate in cooking, cleaning, and it is easy for parents to teach their children everyday skil",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
foldable-learning-tower-montessori-kitchen-tower-log-color,https://labebeclub.com/product/foldable-learning-tower-montessori-kitchen-tower-log-color,dimensions,Dimensions & Weight,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
foldable-learning-tower-montessori-kitchen-tower-log-color,https://labebeclub.com/product/foldable-learning-tower-montessori-kitchen-tower-log-color,dimensions,Overall Size: 18.1″ L × 21.6″ W × 33.1″ H,manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
foldable-learning-tower-montessori-kitchen-tower-log-color,https://labebeclub.com/product/foldable-learning-tower-montessori-kitchen-tower-log-color,dimensions,Weight: 15.3 lbs (6.95 kg),manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
foldable-learning-tower-montessori-kitchen-tower-log-color,https://labebeclub.com/product/foldable-learning-tower-montessori-kitchen-tower-log-color,dimensions,"Thoughtfully designed dimensions and a reinforced base provide steady support for children from 18 months to 6 years, ensuring safety and comfort at every stage.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
foldable-learning-tower-montessori-kitchen-tower-log-color,https://labebeclub.com/product/foldable-learning-tower-montessori-kitchen-tower-log-color,materials,"FSC-certified wood and non-toxic finishes. Tested to CPC, ASTM, EN71 standards.",manual_review_required,"Official PDP source text captured, but exact claim scope and public wording still need human review.",2026-04-27T20:08:07.139355+00:00
